codigo,descricao,infracao,,,,,,,,,,,,,,,,,
32.5.3.c.e,A segregação dos resíduos é realizada no local onde são gerados através de recipientes dotados de cantos arredondados?,3,,,,,,,,,,,,,,,,,
32.5.3.c.f,A segregação dos resíduos é realizada no local onde são gerados através de recipientes resistentes ao tombamento?,3,,,,,,,,,,,,,,,,,
32.5.3.d.a,A segregação dos resíduos é realizada no local onde são gerados através de recipientes devidamente identificados segundo as normas da ABNT?,3,,,,,,,,,,,,,,,,,
32.5.3.d.b,A segregação dos resíduos é realizada no local onde são gerados através de recipientes devidamente sinalizados segundo as normas da ABNT?,3,,,,,,,,,,,,,,,,,
32.5.3.1 ,É de conhecimento da empresa que os recipientes existentes nas salas de cirurgia e de parto não necessitam de tampa para vedação?,,,,,,,,,,,,,,,,,,
32.5.3.2,"Para os recipientes destinados a coleta de material perfurocortante, o limite máximo de enchimento está localizado 5 cm abaixo do bocal?",4,,,,,,,,,,,,,,,,,
32.5.3.2.1 ,O recipiente para acondicionamento dos perfurocortantes é mantido em suporte exclusivo?,4,,,,,,,,,,,,,,,,,
32.5.3.2.1.a,O recipiente de acondicionamento dos perfurocortantes está em altura que permita a visualização da abertura para descarte?,4,,,,,,,,,,,,,,,,,
32.5.4 ,O transporte manual do recipiente de segregação é realizado de forma que não exista o contato do mesmo com outras partes do corpo?,3,,,,,,,,,,,,,,,,,
32.5.4.a,A empresa impede que o recipiente de segregação seja arrastado?,3,,,,,,,,,,,,,,,,,
32.5.5 ,"Sempre que o transporte do recipiente de segregação vier a comprometer a segurança e a saúde do trabalhador, são utilizados meios técnicos apropriados, de modo a preservar a sua saúde e integridade física?",3,,,,,,,,,,,,,,,,,
32.5.6,,,,,,,,,,,,,,,,,,,
32.5.6.I,,,,,,,,,,,,,,,,,,,
32.5.6.I.a.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de pisos laváveis?,2,,,,,,,,,,,,,,,,,
32.5.6.I.a.b,A sala de armazenamento temporário dos recipientes de transporte é dotada de paredes laváveis?,2,,,,,,,,,,,,,,,,,
32.5.6.I.b.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de ralo  sifonado?,2,,,,,,,,,,,,,,,,,
32.5.6.I.c.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de ponto de água?,2,,,,,,,,,,,,,,,,,
32.5.6.I.d.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de ponto de luz?,2,,,,,,,,,,,,,,,,,
32.5.6.I.e.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de ventilação adequada?,2,,,,,,,,,,,,,,,,,
32.5.6.I.f.a,A sala de armazenamento temporário dos recipientes de transporte é dotada de abertura dimensionada de forma a permitir a entrada dos recipientes de transporte?,2,,,,,,,,,,,,,,,,,
32.5.6,A sala de armazenamento temporário dos recipientes de transporte é mantida limpa?,2,,,,,,,,,,,,,,,,,
32.5.6.II.a.a,Na sala de armazenamento temporário dos recipientes de transporte há controle de vetores?,2,,,,,,,,,,,,,,,,,
32.5.6.III.a.a,A sala de armazenamento temporário dos recipientes de transporte contém somente os recipientes de coleta?,2,,,,,,,,,,,,,,,,,
32.5.6.III.a.b,A sala de armazenamento temporário dos recipientes de transporte contém somente os recipientes de armazenamento ,2,,,,,,,,,,,,,,,,,
32.5.6.III.a.c,A sala de armazenamento temporário dos recipientes de transporte contém somente os recipientes de transporte?,2,,,,,,,,,,,,,,,,,
32.5.6.IV.a.a,A sala de armazenamento temporário dos recipientes de transporte é utilizada apenas para os fins a que se destina?,3,,,,,,,,,,,,,,,,,
32.5.6.V.a.a,A sala de armazenamento temporário dos recipientes de transporte está devidamente sinalizada?,2,,,,,,,,,,,,,,,,,
32.5.6.V.a.b,A sala de armazenamento temporário dos recipientes de transporte está devidamente identificada?,2,,,,,,,,,,,,,,,,,
32.5.7 ,,,,,,,,,,,,,,,,,,,
32.5.7.a.a,O transporte dos resíduos para a área de armazenamento externo é feito através de carros constituídos de material rígido?,3,,,,,,,,,,,,,,,,,
32.5.7.a.b,O transporte dos resíduos para a área de armazenamento externo é feito através de carros constituídos de material lavável?,3,,,,,,,,,,,,,,,,,
32.5.7.a.c,O transporte dos resíduos para a área de armazenamento externo é feito através de carros constituídos de material impermeável?,3,,,,,,,,,,,,,,,,,
32.5.7.a.d,O transporte dos resíduos para a área de armazenamento externo é feito através de carros provido de tampo articulado ao próprio corpo do equipamento?,3,,,,,,,,,,,,,,,,,
32.5.7.a.c,O transporte dos resíduos para a área de armazenamento externo é feito através de carros providos de cantos arredondados?,3,,,,,,,,,,,,,,,,,
32.5.7.b.a,O transporte dos resíduos para a área de armazenamento externo é realizado em sentido único com roteiro definido em horários não coincidentes com a distribuição de roupas?,2,,,,,,,,,,,,,,,,,
32.5.7.b.b,O transporte dos resíduos para a área de armazenamento externo é realizado em sentido único com roteiro definido em horários não coincidentes com a distribuição de alimentos?,2,,,,,,,,,,,,,,,,,
32.5.7.b.c,O transporte dos resíduos para a área de armazenamento externo é realizado em sentido único com roteiro definido em horários não coincidentes com a distribuição de medicamentos?,2,,,,,,,,,,,,,,,,,
32.5.7.b.d,O transporte dos resíduos para a área de armazenamento externo é realizado em sentido único com roteiro definido em horários não coincidentes com períodos de visita?,2,,,,,,,,,,,,,,,,,
32.5.7.b.e,O transporte dos resíduos para a área de armazenamento externo é realizado em sentido único com roteiro definido em horários não coincidentes com períodos de maior fluxo de pessoas?,2,,,,,,,,,,,,,,,,,
32.5.7.1 ,Os recipientes de transporte com mais de 400 litros de capacidade possuem válvula de dreno no fundo?,3,,,,,,,,,,,,,,,,,
32.5.8 ,"Existe local apropriado para o armazenamento externo dos resíduos, até que sejam recolhidos pelo sistema de coleta externa?",4,,,,,,,,,,,,,,,,,
32.5.8.1 ,"O local, além de atender às características descritas no item 32.5.6, é dimensionado de forma a permitir a separação dos recipientes conforme o tipo de resíduo?",3,,,,,,,,,,,,,,,,,
32.5.9 ,Os rejeitos radioativos são tratados conforme disposto na Resolução CNEN NE-6.05?,4,,,,,,,,,,,,,,,,,
32.6,,,,,,,,,,,,,,,,,,,
32.6.1,Os refeitórios dos serviços de saúde atendem ao disposto na NR-24?,,,,,,,,,,,,,,,,,,
32.6.2,,,,,,,,,,,,,,,,,,,
32.6.2.a,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com localização fora da área do posto de trabalho?",3,,,,,,,,,,,,,,,,,
32.6.2.b,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com piso lavável?",2,,,,,,,,,,,,,,,,,
32.6.2.c,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com área destinada à limpeza?",2,,,,,,,,,,,,,,,,,
32.6.2.c.a,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com área arejada?",2,,,,,,,,,,,,,,,,,
32.6.2.c.b,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com boa iluminação?",2,,,,,,,,,,,,,,,,,
32.6.2.d,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com mesas e assentos dimensionados de acordo com o número de trabalhadores por intervalo de descanso e refeição?",2,,,,,,,,,,,,,,,,,
32.6.2.e,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com lavatórios instalados nas proximidades ou no próprio local?",2,,,,,,,,,,,,,,,,,
32.6.2.f,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com fornecimento de água potável?",4,,,,,,,,,,,,,,,,,
32.6.2.g,"No caso do estabelecimento possuir até 300 trabalhadores, ele é dotado de local para refeição com equipamento apropriado e seguro para aquecimento de refeições?",2,,,,,,,,,,,,,,,,,
32.6.3,Os lavatórios para higiene das mãos são providos de papel toalha?,3,,,,,,,,,,,,,,,,,
32.6.3.a,Os lavatórios para higiene das mãos são providos de sabonete líquido?,3,,,,,,,,,,,,,,,,,
32.6.3.b,"Os lavatórios para higiene das mãos são providos de lixeira com tampa, de acionamento por pedal?",3,,,,,,,,,,,,,,,,,
32.7,,,,,,,,,,,,,,,,,,,
32.7.1,A lavanderia da empresa possui duas áreas distintas?,3,,,,,,,,,,,,,,,,,
32.7.1.a,A primeira área é considerada suja pela empresa?,3,,,,,,,,,,,,,,,,,
32.7.1.b,A segunda área é considerada limpa pela empresa?,3,,,,,,,,,,,,,,,,,
32.7.1.c,"A primeira área, considerada suja pela empresa é destinada com exclusividade a receber as roupas?",3,,,,,,,,,,,,,,,,,
32.7.1.d,"A primeira área, considerada suja pela empresa é destinada com exclusividade a classificar as roupas?",3,,,,,,,,,,,,,,,,,
32.7.1.e,"A primeira área, considerada suja pela empresa é destinada com exclusividade a pesar as roupas?",3,,,,,,,,,,,,,,,,,
32.7.1.f,"A primeira área, considerada suja pela empresa é destinada com exclusividade a lavar as roupas",3,,,,,,,,,,,,,,,,,
32.7.1.g,"A segunda área, considerada limpa pela empresa é destinada com exclusividade a manipular as roupas lavadas?",3,,,,,,,,,,,,,,,,,
32.7.2,As máquinas de lavar são de porta dupla ou de barreira?,3,,,,,,,,,,,,,,,,,
32.7.2.a, As roupas destinadas à lavagem são inseridas na máquina de lavar de porta dupla ou de barreira na área suja por um operador?,3,,,,,,,,,,,,,,,,,
32.7.2.b,"As roupas, após a lavagem são retiradas por outro operador, na área limpa?",3,,,,,,,,,,,,,,,,,
32.7.2.1 ,A comunicação existente entre as áreas sujas e limpas da lavanderia somente é realizada por meio de visores ou intercomunicadores?,3,,,,,,,,,,,,,,,,,
32.7.3 ,,,,,,,,,,,,,,,,,,,
32.7.3.a,"A calandra existente na empresa possui termômetro para cada câmara de aquecimento, indicando a temperatura das calhas ou do cilindro aquecido?",3,,,,,,,,,,,,,,,,,
32.7.3.b,A calandra possui termostato?,3,,,,,,,,,,,,,,,,,
32.7.3.c,A calandra possui dispositivo de proteção que impeça a inserção de segmentos corporais dos trabalhadores junto aos cilindros?,4,,,,,,,,,,,,,,,,,
32.7.3.c.a,A calandra possui dispositivo de proteção que impeça a inserção de segmentos corporais dos trabalhadores junto às partes móveis da máquina?,4,,,,,,,,,,,,,,,,,
32.7.4 ,As máquinas de lavar são dotadas de dispositivos eletromecânicos que interrompam seu funcionamento quando da abertura de seus compartimentos?,4,,,,,,,,,,,,,,,,,
32.7.4.a,As centrífugas são dotadas de dispositivos eletromecânicos que interrompam seu funcionamento quando da abertura de seus compartimentos?,4,,,,,,,,,,,,,,,,,
32.7.4.b,As secadoras são dotadas de dispositivos eletromecânicos que interrompam seu funcionamento quando da abertura de seus compartimentos?,4,,,,,,,,,,,,,,,,,
32.8,,,,,,,,,,,,,,,,,,,
32.8.1,Os trabalhadores que realizam a limpeza do estabelecimento são capacitados?,3,,,,,,,,,,,,,,,,,
32.8.1.a,A empresa possuí um programa de capacitação continuada desses trabalhadores?,3,,,,,,,,,,,,,,,,,
32.8.1.b,A capacitação inicial e a de forma continuada abordam os princípios de higiene pessoal?,3,,,,,,,,,,,,,,,,,
32.8.1.c,A capacitação inicial e a de forma continuada abordam os riscos biológicos?,3,,,,,,,,,,,,,,,,,
32.8.1.d,A capacitação inicial e a de forma continuada abordam os riscos químicos?,3,,,,,,,,,,,,,,,,,
32.8.1.e,A capacitação inicial e a de forma continuada abordam treinamento sobre as sinalizações?,3,,,,,,,,,,,,,,,,,
32.8.1.f,A capacitação inicial e a de forma continuada abordam treinamento sobre rotulagem?,3,,,,,,,,,,,,,,,,,
32.8.1.g,A capacitação inicial e a de forma continuada abordam treinamento sobre o correto uso dos EPI’s?,3,,,,,,,,,,,,,,,,,
32.8.1.h,A capacitação inicial e a de forma continuada abordam treinamento sobre os EPC’s existentes?,3,,,,,,,,,,,,,,,,,
32.8.1.i,A capacitação inicial e a de forma continuada abordam treinamento sobre as situações de emergência?,3,,,,,,,,,,,,,,,,,
32.8.1.1 ,"A empresa mantém no local de trabalho, documento que comprove a capacitação dos trabalhadores da limpeza no local de trabalho à disposição da inspeção do trabalho?",2,,,,,,,,,,,,,,,,,
32.8.2 ,,,,,,,,,,,,,,,,,,,
32.8.2.a,"No mínimo, para as atividades de limpeza e conservação, a empresa providencia carro funcional destinado à guarda e transporte dos materiais indispensáveis à realização das atividades?",3,,,,,,,,,,,,,,,,,
32.8.2.a.a,"No mínimo, para as atividades de limpeza e conservação, a empresa providencia carro funcional destinado à guarda e transporte dos produtos indispensáveis à realização das atividades?",3,,,,,,,,,,,,,,,,,
32.8.2.b,"No mínimo, para as atividades de limpeza e conservação, a empresa utiliza materiais e utensílios de limpeza que preservem a integridade física do trabalhador?",3,,,,,,,,,,,,,,,,,
32.8.2.c,"No mínimo, para as atividades de limpeza e conservação, a empresa proíbe a varrição seca nas áreas internas?",3,,,,,,,,,,,,,,,,,
32.8.2.d,"No mínimo, para as atividades de limpeza e conservação, a empresa proíbe o uso de adornos?",3,,,,,,,,,,,,,,,,,
32.8.3,A empresa ao terceirizar os serviços de limpeza e conservação em seu estabelecimento exige da contratada o cumprimento do disposto nos itens 32.8.1 e 32.8.2?,,,,,,,,,,,,,,,,,,
32.9,,,,,,,,,,,,,,,,,,,
32.9.1,,,,,,,,,,,,,,,,,,,
32.9.1.a,Os trabalhadores da manutenção recebem treinamento específico para o exercício da atividade?,3,,,,,,,,,,,,,,,,,
32.9.1.a.a,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios de higiene pessoal?",3,,,,,,,,,,,,,,,,,
32.9.1.a.b,A empresa possuí um plano de capacitação continuada sobre os princípios de higiene pessoal destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.b,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios dos riscos biológicos (precauções universais)?",3,,,,,,,,,,,,,,,,,
32.9.1.b.a,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios dos riscos físicos?",3,,,,,,,,,,,,,,,,,
32.9.1.b.b,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios dos riscos químicos?",3,,,,,,,,,,,,,,,,,
32.9.1.b.c,A empresa possuí um plano de capacitação continuada sobre os princípios dos riscos biológicos (precauções universais) destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.b.d,A empresa possuí um plano de capacitação continuada sobre os princípios dos riscos físicos destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.b.e,A empresa possuí um plano de capacitação continuada sobre os princípios dos riscos químicos destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.c,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios de sinalização?",3,,,,,,,,,,,,,,,,,
32.9.1.c.a,A empresa possuí um plano de capacitação continuada sobre os princípios de sinalização destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.d,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados com os princípios de rotulagem preventiva?",3,,,,,,,,,,,,,,,,,
32.9.1.d.a,A empresa possuí um plano de capacitação continuada sobre os princípios de rotulagem preventiva destinado aos trabalhadores da manutenção?,3,,,,,,,,,,,,,,,,,
32.9.1.e,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados quanto aos tipos de EPC?",3,,,,,,,,,,,,,,,,,
32.9.1.e.a,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados quanto aos tipos de EPI?",3,,,,,,,,,,,,,,,,,
32.9.1.e.b,"Além do treinamento específico a ser ministrado aos trabalhadores da manutenção, eles são submetidos a capacitação inicial com o objetivo de mantê-los familiarizados quanto à acessibilidade e uso correto dos EPC e EPI?",3,,,,,,,,,,,,,,,,,
32.9.1.e.c,A empresa possuí um plano de capacitação continuada destinado aos trabalhadores da manutenção quanto aos tipos de EPC?,3,,,,,,,,,,,,,,,,,
32.9.1.e.d,A empresa possuí um plano de capacitação continuada destinado aos trabalhadores da manutenção quanto aos tipos de EPI?,3,,,,,,,,,,,,,,,,,
32.9.1.e.e, A empresa possuí um plano de capacitação continuada destinado aos trabalhadores da manutenção quanto à acessibilidade e uso correto dos EPC e EPI?,3,,,,,,,,,,,,,,,,,
32.9.1.1,"A empresa ao terceirizar, no todo ou em parte, os serviços de assistência técnica e manutenção de suas máquinas e equipamentos exige da contratada o cumprimento do disposto no item 32.9.1 da NR-32.",,,,,,,,,,,,,,,,,,
32.9.2,"Antes da realização de manutenção em qualquer equipamento, a empresa previamente o submete à descontaminação?",4,,,,,,,,,,,,,,,,,
32.9.2.1,"Na manutenção dos equipamentos, quando a descontinuidade de uso acarrete risco à vida do paciente, são adotados procedimentos de segurança visando a preservação da saúde do trabalhador?",4,,,,,,,,,,,,,,,,,
32.9.3,"As máquinas, equipamentos e ferramentas, inclusive aquelas utilizadas pelas equipes de manutenção, devem ser submetidos à inspeção prévia e às manutenções preventivas de acordo com as instruções dos fabricantes, com a norma técnica oficial e legislação vigentes.",4,,,,,,,,,,,,,,,,,
32.9.3.a,"Os equipamentos incluindo aqueles utilizados pelas equipes de manutenção, são submetidos à inspeção prévia?",4,,,,,,,,,,,,,,,,,
32.9.3.b,"As ferramentas incluindo aquelas utilizadas pelas equipes de manutenção, são submetidas à inspeção prévia?",4,,,,,,,,,,,,,,,,,
32.9.3.c,"As máquinas incluindo aquelas utilizadas pelas equipes de manutenção, são submetidas às manutenções preventivas de acordo com as instruções dos fabricantes, normas técnica oficial e legislação vigentes?",4,,,,,,,,,,,,,,,,,
32.9.3.d,"Os equipamentos incluindo aqueles utilizados pelas equipes de manutenção, são submetidos às manutenções preventivas de acordo com as instruções dos fabricantes, normas técnica oficial e legislação vigentes?",4,,,,,,,,,,,,,,,,,
32.9.3.e,"As ferramentas incluindo aquelas utilizadas pelas equipes de manutenção, são submetidas às manutenções preventivas de acordo com as instruções dos fabricantes, normas técnica oficial e legislação vigentes?",4,,,,,,,,,,,,,,,,,
32.9.3.1,A inspeção promovida pela empresa em suas máquinas e equipamentos é devidamente registrada?,2,,,,,,,,,,,,,,,,,
32.9.3.1.a,A manutenção promovida pela empresa em suas máquinas e equipamentos é devidamente registrada?,2,,,,,,,,,,,,,,,,,
32.9.3.1.b,A inspeção promovida pela empresa em suas máquinas e equipamentos está disponível aos trabalhadores afetos aos trabalhos?,2,,,,,,,,,,,,,,,,,
32.9.3.1.c,A manutenção promovida pela empresa em suas máquinas e equipamentos está disponível aos trabalhadores afetos aos trabalhos?,2,,,,,,,,,,,,,,,,,
32.9.3.1.d,A inspeção promovida pela empresa em suas máquinas e equipamentos está disponível à fiscalização do trabalho?,2,,,,,,,,,,,,,,,,,
32.9.3.1.e,A manutenção promovida pela empresa em suas máquinas e equipamentos está disponível à fiscalização trabalho?,2,,,,,,,,,,,,,,,,,
32.9.3.2 ,"A empresa ao terceirizar, no todo ou em parte, os serviços de assistência técnica em máquinas e equipamentos, exige da contratada o cumprimento do item 32.9.3?",,,,,,,,,,,,,,,,,,
32.9.3.2.a,"A empresa ao terceirizar, no todo ou em parte, os serviços de manutenção técnica em máquinas e equipamentos, exige da contratada o cumprimento do item 32.9.3?",,,,,,,,,,,,,,,,,,
32.9.3.3 ,A empresa estabelece um cronograma de manutenção preventiva do sistema de abastecimento de gases?,3,,,,,,,,,,,,,,,,,
32.9.3.3.a,A empresa estabelece um cronograma de manutenção preventiva do sistema de abastecimento de capelas?,3,,,,,,,,,,,,,,,,,
32.9.3.3.b,É mantido um registro individual do cronograma de manutenção preventiva do sistema de abastecimento de gases assinado pelo profissional que a realizou?,3,,,,,,,,,,,,,,,,,
32.9.3.3.c,É mantido um registro individual do cronograma de manutenção preventiva do sistema de abastecimento de capelas assinado pelo profissional que a realizou?,3,,,,,,,,,,,,,,,,,
32.9.4 ,"Os equipamentos mecânicos utilizados para transporte são submetidos periodicamente à manutenção, de forma a conservar os sistemas de rodízio em perfeito estado de funcionamento?",3,,,,,,,,,,,,,,,,,
32.9.4.a,"Os meios mecânicos utilizados para transporte são submetidos periodicamente à manutenção, de forma a conservar os sistemas de rodízio em perfeito estado de funcionamento?",3,,,,,,,,,,,,,,,,,
32.9.5,"Os dispositivos de ajuste dos leitos são submetidos à manutenção preventiva, assegurando a lubrificação permanente, de forma a garantir sua operação sem sobrecarga para os trabalhadores.",3,,,,,,,,,,,,,,,,,
32.9.6,Os sistemas de climatização são submetidos a procedimentos de manutenção preventiva e corretiva para preservação da integridade e eficiência de todos os seus componentes?,3,,,,,,,,,,,,,,,,,
32.10,,,,,,,,,,,,,,,,,,,
32.10.1 ,,3,,,,,,,,,,,,,,,,,
32.10.1.a,A empresa atende as condições de conforto relativas aos níveis de ruído previstas na NB 95 da ABNT?,3,,,,,,,,,,,,,,,,,
32.10.1.b,A empresa atende as condições de iluminação conforme NB 57 da ABNT?,3,,,,,,,,,,,,,,,,,
32.10.1.c,A empresa atende as condições de conforto térmico previstas na RDC 50/02 da ANVISA?,3,,,,,,,,,,,,,,,,,
32.10.1.d,A empresa mantém os ambientes de trabalho em condições de limpeza e conservação?,3,,,,,,,,,,,,,,,,,
32.10.2 ,No processo de elaboração e implementação do PPRA e do PCMSO são consideradas as atividades desenvolvidas pela Comissão de Controle de Infecção Hospitalar - CCIH do estabelecimento ou comissão equivalente?,3,,,,,,,,,,,,,,,,,
32.10.3,"Os operadores de qualquer equipamento, antes de sua utilização são capacitados quanto ao modo de operação?",3,,,,,,,,,,,,,,,,,
32.10.3.a,"Os operadores de qualquer equipamento, antes de sua utilização são capacitados quanto aos riscos de seu manuseio?",3,,,,,,,,,,,,,,,,,
32.10.4,Os manuais do fabricante de todos os equipamentos são impressos em língua portuguesa?,3,,,,,,,,,,,,,,,,,
32.10.4.a,Os manuais do fabricante de todas as máquinas são impressos em língua portuguesa?,3,,,,,,,,,,,,,,,,,
32.10.4.b,Os manuais do fabricante de todos os equipamentos estão disponíveis aos trabalhadores envolvidos?,3,,,,,,,,,,,,,,,,,
32.10.4.c,Os manuais do fabricante de todas as máquinas estão disponíveis aos trabalhadores envolvidos?,3,,,,,,,,,,,,,,,,,
32.10.5,A empresa proíbe a utilização de material médico-hospitalar em desacordo com as recomendações de uso e especificações técnicas descritas em seu manual?,4,,,,,,,,,,,,,,,,,
,A empresa proíbe a utilização de material médico-hospitalar em desacordo com as recomendações de uso e especificações técnicas descritas em sua embalagem?,4,,,,,,,,,,,,,,,,,
32.10.6,"Na empresa existe um programa de controle de animais sinantrópicos, possível de ser comprovado sempre que exigido pela inspeção do trabalho?",3,,,,,,,,,,,,,,,,,
32.10.7,"As cozinhas são dotadas de sistemas de exaustão que reduzam a dispersão de gorduras e vapores, conforme estabelecido na NBR 14518?",2,,,,,,,,,,,,,,,,,
32.10.7.a,"As cozinhas são dotadas de outros equipamentos que reduzam a dispersão de gorduras e vapores, conforme estabelecido na NBR 14518?",2,,,,,,,,,,,,,,,,,
32.10.8,Os postos de trabalho são organizados de forma a evitar deslocamentos dos funcionários?,3,,,,,,,,,,,,,,,,,
32.10.8.a,Os postos de trabalho são organizados de forma a evitar esforços adicionais dos funcionários?,3,,,,,,,,,,,,,,,,,
32.10.9,"Foram previstos em todos os postos de trabalho dispositivos seguros e com estabilidade, que permitam aos trabalhadores acessar locais altos sem esforço adicional?",3,,,,,,,,,,,,,,,,,
32.10.10,"A empresa privilegia, nos procedimentos de movimentação e transporte de pacientes, o uso de dispositivos que minimizem o esforço realizado pelos trabalhadores?",3,,,,,,,,,,,,,,,,,
32.10.11,"Sempre que o transporte de materiais possa comprometer a segurança e a saúde do trabalhador, a empresa utiliza de meios mecânicos ou eletromecânicos?",3,,,,,,,,,,,,,,,,,
32.10.12,,,,,,,,,,,,,,,,,,,
32.10.12.a,"Os trabalhadores da empresa são capacitados para adotar mecânica corporal correta, na movimentação de pacientes de forma a preservar a sua saúde e integridade física?",3,,,,,,,,,,,,,,,,,
32.10.12.a.a,"Os trabalhadores da empresa são capacitados para adotar mecânica corporal correta, na movimentação de materiais, de forma a preservar a sua saúde e integridade física?",3,,,,,,,,,,,,,,,,,
32.10.12.b,A empresa orienta os trabalhadores acerca das medidas que devem tomar ao lidar com pacientes com distúrbios de comportamento.,3,,,,,,,,,,,,,,,,,
32.10.13,O ambiente de trabalho em que são realizados procedimentos que provoquem odores fétidos é provido de sistema de exaustão?,2,,,,,,,,,,,,,,,,,
32.10.13.a,O ambiente de trabalho em que são realizados procedimentos que provoquem odores fétidos é provido de dispositivos que os minimizem?,2,,,,,,,,,,,,,,,,,
